12,Schwartz Optimized,3.670,0.024,0.9984,4-10
13,Schwartz Optimized,4.075,0.030,0.9986,4-10
14,Schwartz Optimized,4.153,0.027,0.9986,5-12
15,Schwartz Optimized,4.543,0.039,0.9981,5-12
16,Schwartz Optimized,4.518,0.033,0.9984,4-12
17,Schwartz Optimized,4.518,0.033,0.9984,4-12
18,Schwartz Optimized,4.269,0.023,0.9987,6-15
19,Schwartz Optimized,4.663,0.041,0.9975,4-13
20,Schwartz Optimized,4.644,0.034,0.9979,4-14
21,Schwartz Optimized,5.073,0.057,0.9962,2-12
22,Schwartz Optimized,5.073,0.057,0.9962,2-12
23,Schwartz Optimized,4.374,0.021,0.9989,4-15
24,Schwartz Optimized,4.346,0.024,0.9984,3-15
25,Schwartz Optimized,4.596,0.030,0.9980,3-15
26,Schwartz Optimized,4.571,0.029,0.9979,2-15
27,Schwartz Optimized,4.480,0.028,0.9979,2-15
28,Schwartz Optimized,4.871,0.027,0.9975,13-27
29,Schwartz Optimized,4.581,0.018,0.9984,13-27
30,Schwartz Optimized,5.027,0.017,0.9990,16-30
31,Schwartz Optimized,5.034,0.015,0.9992,16-31
32,Schwartz Optimized,4.997,0.013,0.9993,16-32
33,Schwartz Optimized,4.990,0.011,0.9994,16-32
34,Schwartz Optimized,4.955,0.010,0.9996,17-34
35,Schwartz Optimized,5.001,0.010,0.9995,17-34
36,Schwartz Optimized,5.030,0.009,0.9996,18-35
37,Schwartz Optimized,5.036,0.008,0.9996,18-36
38,Schwartz Optimized,5.034,0.008,0.9996,19-37
39,Schwartz Optimized,5.036,0.007,0.9997,18-37
40,Schwartz Optimized,5.001,0.006,0.9997,20-40
41,Schwartz Optimized,5.004,0.006,0.9998,20-40
42,Schwartz Optimized,5.007,0.005,0.9998,20-41
43,Schwartz Optimized,5.013,0.005,0.9998,20-41
44,Schwartz Optimized,5.013,0.005,0.9998,21-43
45,Schwartz Optimized,5.011,0.004,0.9998,22-44
46,Schwartz Optimized,5.023,0.004,0.9999,24-46
47,Schwartz Optimized,5.015,0.003,0.9999,24-47
48,Schwartz Optimized,5.009,0.003,0.9999,24-48
49,Schwartz Optimized,5.014,0.003,0.9999,25-49
50,Schwartz Optimized,5.008,0.003,0.9999,25-50
51,Schwartz Optimized,5.010,0.002,0.9999,25-50
52,Schwartz Optimized,5.015,0.002,0.9999,25-51
53,Schwartz Optimized,5.013,0.002,0.9999,25-51
54,Schwartz Optimized,5.012,0.002,0.9999,25-52
55,Schwartz Optimized,5.013,0.002,0.9999,28-55
56,Schwartz Optimized,5.012,0.002,0.9999,27-55
57,Schwartz Optimized,5.010,0.002,0.9999,25-53
58,Schwartz Optimized,5.010,0.002,0.9999,25-54
59,Schwartz Optimized,5.012,0.002,0.9999,25-54
60,Schwartz Optimized,5.013,0.002,0.9999,25-55
61,Schwartz Optimized,5.010,0.002,0.9999,25-55
62,Schwartz Optimized,5.007,0.001,0.9999,29-60
63,Schwartz Optimized,5.008,0.001,0.9999,28-59
64,Schwartz Optimized,5.008,0.001,0.9999,28-60
65,Schwartz Optimized,5.005,0.001,0.9999,28-60
66,Schwartz Optimized,5.005,0.001,0.9999,27-60
67,Schwartz Optimized,5.006,0.001,0.9999,27-60
68,Schwartz Optimized,5.007,0.001,0.9999,26-60
69,Schwartz Optimized,5.006,0.001,1.0000,26-60
70,Schwartz Optimized,5.006,0.001,1.0000,25-60
71,Schwartz Optimized,5.007,0.001,1.0000,25-60
72,Schwartz Optimized,5.007,0.001,1.0000,25-61
